species,fastq,total,superkingdom,kingdom,phylum,class,order,family,genus,tax
Roseimicrobium sp. ORNL1,1,1,Bacteria,Bacteria_none,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,Bacteria;Bacteria_none;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Roseimicrobium;Roseimicrobium sp. ORNL1
Plasmodium cynomolgi,1,1,Eukaryota,Eukaryota_Incertae_sedis,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Eukaryota;Eukaryota_Incertae_sedis;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium cynomolgi
Plasmodium falciparum,1,1,Eukaryota,Eukaryota_Incertae_sedis,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Eukaryota;Eukaryota_Incertae_sedis;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium falciparum
Plasmodium malariae,1,1,Eukaryota,Eukaryota_Incertae_sedis,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Eukaryota;Eukaryota_Incertae_sedis;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium malariae
Plasmodium relictum,1,1,Eukaryota,Eukaryota_Incertae_sedis,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Eukaryota;Eukaryota_Incertae_sedis;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium relictum
Plasmodium vinckei,1,1,Eukaryota,Eukaryota_Incertae_sedis,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Eukaryota;Eukaryota_Incertae_sedis;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium vinckei
Theileria orientalis,1,1,Eukaryota,Eukaryota_Incertae_sedis,Apicomplexa,Aconoidasida,Piroplasmida,Theileriidae,Theileria,Eukaryota;Eukaryota_Incertae_sedis;Apicomplexa;Aconoidasida;Piroplasmida;Theileriidae;Theileria;Theileria orientalis
Neospora caninum,1,1,Eukaryota,Eukaryota_Incertae_sedis,Apicomplexa,Conoidasida,Eucoccidiorida,Sarcocystidae,Neospora,Eukaryota;Eukaryota_Incertae_sedis;Apicomplexa;Conoidasida;Eucoccidiorida;Sarcocystidae;Neospora;Neospora caninum
Toxoplasma gondii,1,1,Eukaryota,Eukaryota_Incertae_sedis,Apicomplexa,Conoidasida,Eucoccidiorida,Sarcocystidae,Toxoplasma,Eukaryota;Eukaryota_Incertae_sedis;Apicomplexa;Conoidasida;Eucoccidiorida;Sarcocystidae;Toxoplasma;Toxoplasma gondii
Dictyostelium discoideum,1,1,Eukaryota,Eukaryota_Incertae_sedis,Evosea,Eumycetozoa,Dictyosteliales,Dictyosteliaceae,Dictyostelium,Eukaryota;Eukaryota_Incertae_sedis;Evosea;Eumycetozoa;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium discoideum
Fulvia fulva,1,1,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Fulvia,Eukaryota;Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Fulvia;Fulvia fulva
Aspergillus luchuensis,1,1,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus luchuensis
Aspergillus oryzae,1,1,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus oryzae
Talaromyces rugulosus,1,1,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces rugulosus
Candida albicans,1,1,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida;Candida albicans
Kazachstania naganishii,1,1,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kazachstania;Kazachstania naganishii
Saccharomyces cerevisiae,1,1,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;Saccharomyces cerevisiae
Tetrapisispora blattae,1,1,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Tetrapisispora;Tetrapisispora blattae
Fusarium falciforme,1,1,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium falciforme
Fusarium venenatum,1,1,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium venenatum
Psilocybe cubensis,1,1,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Psilocybe,Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Psilocybe;Psilocybe cubensis
Erigeron canadensis,1,1,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Erigeron;Erigeron canadensis
Brassica rapa,1,1,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica rapa
Tripterygium wilfordii,1,1,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Celastrales,Celastraceae,Tripterygium,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Celastrales;Celastraceae;Tripterygium;Tripterygium wilfordii
Lolium perenne,1,1,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Lolium,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Poales;Poaceae;Lolium;Lolium perenne
